Pressao inicial;Pressao final;Deslocamento;Toxicidade de A
1;0.3;3;0.7375
0;0.4;3;0.15
0.1;0.4;3;0.2125
0.2;0.4;3;0.275
0.3;0.4;3;0.3375
0.4;0.4;3;0.4
0.5;0.4;3;0.4625
0.6;0.4;3;0.525
0.7;0.4;3;0.5875
0.8;0.4;3;0.65
0.9;0.4;3;0.7125
1;0.4;3;0.775
0;0.5;3;0.1875
0.1;0.5;3;0.25
0.2;0.5;3;0.3125
0.3;0.5;3;0.375
0.4;0.5;3;0.4375
0.5;0.5;3;0.5
0.6;0.5;3;0.5625
0.7;0.5;3;0.625
0.8;0.5;3;0.6875
0.9;0.5;3;0.75
1;0.5;3;0.8125
0;0.6;3;0.225
0.1;0.6;3;0.2875
0.2;0.6;3;0.35
0.3;0.6;3;0.4125
0.4;0.6;3;0.475
0.5;0.6;3;0.5375
0.6;0.6;3;0.6
0.7;0.6;3;0.6625
0.8;0.6;3;0.725
0.9;0.6;3;0.7875
1;0.6;3;0.85
0;0.7;3;0.2625
0.1;0.7;3;0.325
0.2;0.7;3;0.3875
0.3;0.7;3;0.45
0.4;0.7;3;0.5125
0.5;0.7;3;0.575
0.6;0.7;3;0.6375
0.7;0.7;3;0.7
0.8;0.7;3;0.7625
0.9;0.7;3;0.825
1;0.7;3;0.8875
0;0.8;3;0.3
0.1;0.8;3;0.3625
0.2;0.8;3;0.425
0.3;0.8;3;0.4875
0.4;0.8;3;0.55
0.5;0.8;3;0.6125
0.6;0.8;3;0.675
0.7;0.8;3;0.7375
0.8;0.8;3;0.8
0.9;0.8;3;0.8625
1;0.8;3;0.925
0;0.9;3;0.3375
0.1;0.9;3;0.4
0.2;0.9;3;0.4625
0.3;0.9;3;0.525
0.4;0.9;3;0.5875
0.5;0.9;3;0.65
0.6;0.9;3;0.7125
0.7;0.9;3;0.775
0.8;0.9;3;0.8375
0.9;0.9;3;0.9
1;0.9;3;0.9625
0;1;3;0.375
0.1;1;3;0.4375
0.2;1;3;0.5
0.3;1;3;0.5625
0.4;1;3;0.625
0.5;1;3;0.6875
0.6;1;3;0.75
0.7;1;3;0.8125
0.8;1;3;0.875
0.9;1;3;0.9375
1;1;3;1
0;0;3.2;0
0.1;0;3.2;0.06
0.2;0;3.2;0.12
0.3;0;3.2;0.18
0.4;0;3.2;0.24
0.5;0;3.2;0.3
0.6;0;3.2;0.36
0.7;0;3.2;0.42
0.8;0;3.2;0.48
0.9;0;3.2;0.54
1;0;3.2;0.6
0;0.1;3.2;0.04
0.1;0.1;3.2;0.1
0.2;0.1;3.2;0.16
0.3;0.1;3.2;0.22
0.4;0.1;3.2;0.28
0.5;0.1;3.2;0.34
0.6;0.1;3.2;0.4
0.7;0.1;3.2;0.46
0.8;0.1;3.2;0.52
0.9;0.1;3.2;0.58
1;0.1;3.2;0.64
0;0.2;3.2;0.08
0.1;0.2;3.2;0.14
0.2;0.2;3.2;0.2
0.3;0.2;3.2;0.26
0.4;0.2;3.2;0.32
0.5;0.2;3.2;0.38
0.6;0.2;3.2;0.44
0.7;0.2;3.2;0.5
0.8;0.2;3.2;0.56
0.9;0.2;3.2;0.62
1;0.2;3.2;0.68
0;0.3;3.2;0.12
0.1;0.3;3.2;0.18
0.2;0.3;3.2;0.24
0.3;0.3;3.2;0.3
0.4;0.3;3.2;0.36
0.5;0.3;3.2;0.42
0.6;0.3;3.2;0.48
0.7;0.3;3.2;0.54
0.8;0.3;3.2;0.6
0.9;0.3;3.2;0.66
1;0.3;3.2;0.72
0;0.4;3.2;0.16
0.1;0.4;3.2;0.22
0.2;0.4;3.2;0.28
0.3;0.4;3.2;0.34
0.4;0.4;3.2;0.4
0.5;0.4;3.2;0.46
0.6;0.4;3.2;0.52
0.7;0.4;3.2;0.58
0.8;0.4;3.2;0.64
0.9;0.4;3.2;0.7
1;0.4;3.2;0.76
0;0.5;3.2;0.2
0.1;0.5;3.2;0.26
0.2;0.5;3.2;0.32
0.3;0.5;3.2;0.38
0.4;0.5;3.2;0.44
0.5;0.5;3.2;0.5
0.6;0.5;3.2;0.56
0.7;0.5;3.2;0.62
0.8;0.5;3.2;0.68
0.9;0.5;3.2;0.74
1;0.5;3.2;0.8
0;0.6;3.2;0.24
0.1;0.6;3.2;0.3
0.2;0.6;3.2;0.36
0.3;0.6;3.2;0.42
0.4;0.6;3.2;0.48
0.5;0.6;3.2;0.54
0.6;0.6;3.2;0.6
0.7;0.6;3.2;0.66
0.8;0.6;3.2;0.72
0.9;0.6;3.2;0.78
1;0.6;3.2;0.84
0;0.7;3.2;0.28
0.1;0.7;3.2;0.34
0.2;0.7;3.2;0.4
0.3;0.7;3.2;0.46
0.4;0.7;3.2;0.52
0.5;0.7;3.2;0.58
0.6;0.7;3.2;0.64
0.7;0.7;3.2;0.7
0.8;0.7;3.2;0.76
0.9;0.7;3.2;0.82
1;0.7;3.2;0.88
0;0.8;3.2;0.32
0.1;0.8;3.2;0.38
0.2;0.8;3.2;0.44
0.3;0.8;3.2;0.5
0.4;0.8;3.2;0.56
0.5;0.8;3.2;0.62
0.6;0.8;3.2;0.68
0.7;0.8;3.2;0.74
0.8;0.8;3.2;0.8
0.9;0.8;3.2;0.86
1;0.8;3.2;0.92
0;0.9;3.2;0.36
0.1;0.9;3.2;0.42
0.2;0.9;3.2;0.48
0.3;0.9;3.2;0.54
0.4;0.9;3.2;0.6
0.5;0.9;3.2;0.66
0.6;0.9;3.2;0.72
0.7;0.9;3.2;0.78
0.8;0.9;3.2;0.84
0.9;0.9;3.2;0.9
1;0.9;3.2;0.96
0;1;3.2;0.4
0.1;1;3.2;0.46
0.2;1;3.2;0.52
0.3;1;3.2;0.58
0.4;1;3.2;0.64
0.5;1;3.2;0.7
0.6;1;3.2;0.76
0.7;1;3.2;0.82
0.8;1;3.2;0.88
0.9;1;3.2;0.94
1;1;3.2;1
0;0;3.4;0
0.1;0;3.4;0.0575
0.2;0;3.4;0.115
0.3;0;3.4;0.1725
0.4;0;3.4;0.23
0.5;0;3.4;0.2875
0.6;0;3.4;0.345
0.7;0;3.4;0.4025
0.8;0;3.4;0.46
0.9;0;3.4;0.5175
1;0;3.4;0.575
0;0.1;3.4;0.0425
0.1;0.1;3.4;0.1
0.2;0.1;3.4;0.1575
0.3;0.1;3.4;0.215
0.4;0.1;3.4;0.2725
0.5;0.1;3.4;0.33
0.6;0.1;3.4;0.3875
0.7;0.1;3.4;0.445
0.8;0.1;3.4;0.5025
0.9;0.1;3.4;0.56
1;0.1;3.4;0.6175
0;0.2;3.4;0.085
0.1;0.2;3.4;0.1425
0.2;0.2;3.4;0.2
0.3;0.2;3.4;0.2575
0.4;0.2;3.4;0.315
0.5;0.2;3.4;0.3725
0.6;0.2;3.4;0.43
0.7;0.2;3.4;0.4875
0.8;0.2;3.4;0.545
0.9;0.2;3.4;0.6025
1;0.2;3.4;0.66
0;0.3;3.4;0.1275
0.1;0.3;3.4;0.185
0.2;0.3;3.4;0.2425
0.3;0.3;3.4;0.3
0.4;0.3;3.4;0.3575
0.5;0.3;3.4;0.415
0.6;0.3;3.4;0.4725
0.7;0.3;3.4;0.53
0.8;0.3;3.4;0.5875
0.9;0.3;3.4;0.645
1;0.3;3.4;0.7025
0;0.4;3.4;0.17
0.1;0.4;3.4;0.2275
0.2;0.4;3.4;0.285
0.3;0.4;3.4;0.3425
0.4;0.4;3.4;0.4
0.5;0.4;3.4;0.4575
0.6;0.4;3.4;0.515
0.7;0.4;3.4;0.5725
0.8;0.4;3.4;0.63
0.9;0.4;3.4;0.6875
1;0.4;3.4;0.745
0;0.5;3.4;0.2125
0.1;0.5;3.4;0.27
0.2;0.5;3.4;0.3275
0.3;0.5;3.4;0.385
0.4;0.5;3.4;0.4425
0.5;0.5;3.4;0.5
0.6;0.5;3.4;0.5575
0.7;0.5;3.4;0.615
0.8;0.5;3.4;0.6725
0.9;0.5;3.4;0.73
1;0.5;3.4;0.7875
0;0.6;3.4;0.255
0.1;0.6;3.4;0.3125
0.2;0.6;3.4;0.37
0.3;0.6;3.4;0.4275
0.4;0.6;3.4;0.485
0.5;0.6;3.4;0.5425
0.6;0.6;3.4;0.6
0.7;0.6;3.4;0.6575
0.8;0.6;3.4;0.715
0.9;0.6;3.4;0.7725
1;0.6;3.4;0.83
0;0.7;3.4;0.2975
0.1;0.7;3.4;0.355
0.2;0.7;3.4;0.4125
0.3;0.7;3.4;0.47
0.4;0.7;3.4;0.5275
0.5;0.7;3.4;0.585
0.6;0.7;3.4;0.6425
0.7;0.7;3.4;0.7
0.8;0.7;3.4;0.7575
0.9;0.7;3.4;0.815
1;0.7;3.4;0.8725
0;0.8;3.4;0.34
0.1;0.8;3.4;0.3975
0.2;0.8;3.4;0.455
0.3;0.8;3.4;0.5125
0.4;0.8;3.4;0.57
0.5;0.8;3.4;0.6275
0.6;0.8;3.4;0.685
0.7;0.8;3.4;0.7425
0.8;0.8;3.4;0.8
0.9;0.8;3.4;0.8575
1;0.8;3.4;0.915
0;0.9;3.4;0.3825
0.1;0.9;3.4;0.44
0.2;0.9;3.4;0.4975
0.3;0.9;3.4;0.555
0.4;0.9;3.4;0.6125
0.5;0.9;3.4;0.67
0.6;0.9;3.4;0.7275
0.7;0.9;3.4;0.785
0.8;0.9;3.4;0.8425
0.9;0.9;3.4;0.9
1;0.9;3.4;0.9575
0;1;3.4;0.425
0.1;1;3.4;0.4825
0.2;1;3.4;0.54
0.3;1;3.4;0.5975
0.4;1;3.4;0.655
0.5;1;3.4;0.7125
0.6;1;3.4;0.77
0.7;1;3.4;0.8275
0.8;1;3.4;0.885
0.9;1;3.4;0.9425
1;1;3.4;1
0;0;3.6;0
0.1;0;3.6;0.055
0.2;0;3.6;0.11
0.3;0;3.6;0.165
0.4;0;3.6;0.22
0.5;0;3.6;0.275
0.6;0;3.6;0.33
0.7;0;3.6;0.385
0.8;0;3.6;0.44
0.9;0;3.6;0.495
1;0;3.6;0.55
0;0.1;3.6;0.045
0.1;0.1;3.6;0.1
0.2;0.1;3.6;0.155
0.3;0.1;3.6;0.21
0.4;0.1;3.6;0.265
0.5;0.1;3.6;0.32
0.6;0.1;3.6;0.375
0.7;0.1;3.6;0.43
0.8;0.1;3.6;0.485
0.9;0.1;3.6;0.54
1;0.1;3.6;0.595
0;0.2;3.6;0.09
0.1;0.2;3.6;0.145
0.2;0.2;3.6;0.2
0.3;0.2;3.6;0.255
0.4;0.2;3.6;0.31
0.5;0.2;3.6;0.365
0.6;0.2;3.6;0.42
0.7;0.2;3.6;0.475
0.8;0.2;3.6;0.53
0.9;0.2;3.6;0.585
1;0.2;3.6;0.64
0;0.3;3.6;0.135
0.1;0.3;3.6;0.19
0.2;0.3;3.6;0.245
0.3;0.3;3.6;0.3
0.4;0.3;3.6;0.355
0.5;0.3;3.6;0.41
0.6;0.3;3.6;0.465
0.7;0.3;3.6;0.52
0.8;0.3;3.6;0.575
0.9;0.3;3.6;0.63
1;0.3;3.6;0.685
0;0.4;3.6;0.18
0.1;0.4;3.6;0.235
0.2;0.4;3.6;0.29
0.3;0.4;3.6;0.345
0.4;0.4;3.6;0.4
0.5;0.4;3.6;0.455
0.6;0.4;3.6;0.51
0.7;0.4;3.6;0.565
0.8;0.4;3.6;0.62
0.9;0.4;3.6;0.675
1;0.4;3.6;0.73
0;0.5;3.6;0.225
0.1;0.5;3.6;0.28
0.2;0.5;3.6;0.335
0.3;0.5;3.6;0.39
0.4;0.5;3.6;0.445
0.5;0.5;3.6;0.5
0.6;0.5;3.6;0.555
0.7;0.5;3.6;0.61
0.8;0.5;3.6;0.665
0.9;0.5;3.6;0.72
1;0.5;3.6;0.775
0;0.6;3.6;0.27
0.1;0.6;3.6;0.325
0.2;0.6;3.6;0.38
0.3;0.6;3.6;0.435
0.4;0.6;3.6;0.49
0.5;0.6;3.6;0.545
0.6;0.6;3.6;0.6
0.7;0.6;3.6;0.655
0.8;0.6;3.6;0.71
0.9;0.6;3.6;0.765
1;0.6;3.6;0.82
0;0.7;3.6;0.315
0.1;0.7;3.6;0.37
0.2;0.7;3.6;0.425
0.3;0.7;3.6;0.48
0.4;0.7;3.6;0.535
0.5;0.7;3.6;0.59
0.6;0.7;3.6;0.645
0.7;0.7;3.6;0.7
0.8;0.7;3.6;0.755
0.9;0.7;3.6;0.81
1;0.7;3.6;0.865
0;0.8;3.6;0.36
0.1;0.8;3.6;0.415
0.2;0.8;3.6;0.47
0.3;0.8;3.6;0.525
0.4;0.8;3.6;0.58
0.5;0.8;3.6;0.635
0.6;0.8;3.6;0.69
0.7;0.8;3.6;0.745
0.8;0.8;3.6;0.8
0.9;0.8;3.6;0.855
1;0.8;3.6;0.91
0;0.9;3.6;0.405
0.1;0.9;3.6;0.46
0.2;0.9;3.6;0.515
0.3;0.9;3.6;0.57
0.4;0.9;3.6;0.625
0.5;0.9;3.6;0.68
0.6;0.9;3.6;0.735
0.7;0.9;3.6;0.79
0.8;0.9;3.6;0.845
0.9;0.9;3.6;0.9
1;0.9;3.6;0.955
0;1;3.6;0.45
0.1;1;3.6;0.505
0.2;1;3.6;0.56
0.3;1;3.6;0.615
0.4;1;3.6;0.67
0.5;1;3.6;0.725
0.6;1;3.6;0.78
0.7;1;3.6;0.835
0.8;1;3.6;0.89
0.9;1;3.6;0.945
1;1;3.6;1
0;0;3.8;0
0.1;0;3.8;0.0525
0.2;0;3.8;0.105
0.3;0;3.8;0.1575
0.4;0;3.8;0.21
0.5;0;3.8;0.2625
0.6;0;3.8;0.315
0.7;0;3.8;0.3675
0.8;0;3.8;0.42
0.9;0;3.8;0.4725
1;0;3.8;0.525
0;0.1;3.8;0.0475
0.1;0.1;3.8;0.1
0.2;0.1;3.8;0.1525
0.3;0.1;3.8;0.205
0.4;0.1;3.8;0.2575
0.5;0.1;3.8;0.31
0.6;0.1;3.8;0.3625
0.7;0.1;3.8;0.415
0.8;0.1;3.8;0.4675
0.9;0.1;3.8;0.52
1;0.1;3.8;0.5725
0;0.2;3.8;0.095
0.1;0.2;3.8;0.1475
0.2;0.2;3.8;0.2
0.3;0.2;3.8;0.2525
0.4;0.2;3.8;0.305
0.5;0.2;3.8;0.3575
0.6;0.2;3.8;0.41
0.7;0.2;3.8;0.4625
0.8;0.2;3.8;0.515
0.9;0.2;3.8;0.5675
1;0.2;3.8;0.62
0;0.3;3.8;0.1425
0.1;0.3;3.8;0.195
0.2;0.3;3.8;0.2475
0.3;0.3;3.8;0.3
0.4;0.3;3.8;0.3525
0.5;0.3;3.8;0.405
0.6;0.3;3.8;0.4575
0.7;0.3;3.8;0.51
0.8;0.3;3.8;0.5625
0.9;0.3;3.8;0.615
1;0.3;3.8;0.6675
0;0.4;3.8;0.19
0.1;0.4;3.8;0.2425
0.2;0.4;3.8;0.295
0.3;0.4;3.8;0.3475
0.4;0.4;3.8;0.4
0.5;0.4;3.8;0.4525
0.6;0.4;3.8;0.505
0.7;0.4;3.8;0.5575
0.8;0.4;3.8;0.61
0.9;0.4;3.8;0.6625
1;0.4;3.8;0.715
0;0.5;3.8;0.2375
0.1;0.5;3.8;0.29
0.2;0.5;3.8;0.3425
0.3;0.5;3.8;0.395
0.4;0.5;3.8;0.4475
0.5;0.5;3.8;0.5
0.6;0.5;3.8;0.5525
0.7;0.5;3.8;0.605
0.8;0.5;3.8;0.6575
0.9;0.5;3.8;0.71
1;0.5;3.8;0.7625
0;0.6;3.8;0.285
0.1;0.6;3.8;0.3375
0.2;0.6;3.8;0.39
0.3;0.6;3.8;0.4425
0.4;0.6;3.8;0.495
0.5;0.6;3.8;0.5475
0.6;0.6;3.8;0.6
0.7;0.6;3.8;0.6525
0.8;0.6;3.8;0.705
0.9;0.6;3.8;0.7575
1;0.6;3.8;0.81
0;0.7;3.8;0.3325
0.1;0.7;3.8;0.385
0.2;0.7;3.8;0.4375
0.3;0.7;3.8;0.49
0.4;0.7;3.8;0.5425
0.5;0.7;3.8;0.595
0.6;0.7;3.8;0.6475
0.7;0.7;3.8;0.7
0.8;0.7;3.8;0.7525
0.9;0.7;3.8;0.805
1;0.7;3.8;0.8575
0;0.8;3.8;0.38
0.1;0.8;3.8;0.4325
0.2;0.8;3.8;0.485
0.3;0.8;3.8;0.5375
0.4;0.8;3.8;0.59
0.5;0.8;3.8;0.6425
0.6;0.8;3.8;0.695
0.7;0.8;3.8;0.7475
0.8;0.8;3.8;0.8
0.9;0.8;3.8;0.8525
1;0.8;3.8;0.905
0;0.9;3.8;0.4275
0.1;0.9;3.8;0.48
0.2;0.9;3.8;0.5325
0.3;0.9;3.8;0.585
0.4;0.9;3.8;0.6375
0.5;0.9;3.8;0.69
0.6;0.9;3.8;0.7425
0.7;0.9;3.8;0.795
0.8;0.9;3.8;0.8475
0.9;0.9;3.8;0.9
1;0.9;3.8;0.9525
0;1;3.8;0.475
0.1;1;3.8;0.5275
0.2;1;3.8;0.58
0.3;1;3.8;0.6325
0.4;1;3.8;0.685
0.5;1;3.8;0.7375
0.6;1;3.8;0.79
0.7;1;3.8;0.8425
0.8;1;3.8;0.895
0.9;1;3.8;0.9475
1;1;3.8;1
0;0;4;0
0.1;0;4;0.05
0.2;0;4;0.1
0.3;0;4;0.15
0.4;0;4;0.2
0.5;0;4;0.25
0.6;0;4;0.3
0.7;0;4;0.35
0.8;0;4;0.4
0.9;0;4;0.45
1;0;4;0.5
0;0.1;4;0.05
0.1;0.1;4;0.1
0.2;0.1;4;0.15
0.3;0.1;4;0.2
0.4;0.1;4;0.25
0.5;0.1;4;0.3
0.6;0.1;4;0.35
0.7;0.1;4;0.4
0.8;0.1;4;0.45
0.9;0.1;4;0.5
1;0.1;4;0.55
0;0.2;4;0.1
0.1;0.2;4;0.15
0.2;0.2;4;0.2
0.3;0.2;4;0.25
0.4;0.2;4;0.3
0.5;0.2;4;0.35
0.6;0.2;4;0.4
0.7;0.2;4;0.45
0.8;0.2;4;0.5
0.9;0.2;4;0.55
1;0.2;4;0.6
0;0.3;4;0.15
0.1;0.3;4;0.2
0.2;0.3;4;0.25
0.3;0.3;4;0.3
0.4;0.3;4;0.35
0.5;0.3;4;0.4
0.6;0.3;4;0.45
0.7;0.3;4;0.5
0.8;0.3;4;0.55
0.9;0.3;4;0.6
1;0.3;4;0.65
0;0.4;4;0.2
0.1;0.4;4;0.25
0.2;0.4;4;0.3
0.3;0.4;4;0.35
0.4;0.4;4;0.4
0.5;0.4;4;0.45
0.6;0.4;4;0.5
0.7;0.4;4;0.55
0.8;0.4;4;0.6
0.9;0.4;4;0.65
1;0.4;4;0.7
0;0.5;4;0.25
0.1;0.5;4;0.3
0.2;0.5;4;0.35
0.3;0.5;4;0.4
0.4;0.5;4;0.45
0.5;0.5;4;0.5
0.6;0.5;4;0.55
0.7;0.5;4;0.6
0.8;0.5;4;0.65
0.9;0.5;4;0.7
1;0.5;4;0.75
0;0.6;4;0.3
0.1;0.6;4;0.35
0.2;0.6;4;0.4
0.3;0.6;4;0.45
0.4;0.6;4;0.5
0.5;0.6;4;0.55
0.6;0.6;4;0.6
0.7;0.6;4;0.65
0.8;0.6;4;0.7
0.9;0.6;4;0.75
1;0.6;4;0.8
0;0.7;4;0.35
0.1;0.7;4;0.4
0.2;0.7;4;0.45
0.3;0.7;4;0.5
0.4;0.7;4;0.55
0.5;0.7;4;0.6
0.6;0.7;4;0.65
0.7;0.7;4;0.7
0.8;0.7;4;0.75
0.9;0.7;4;0.8
1;0.7;4;0.85
0;0.8;4;0.4
0.1;0.8;4;0.45
0.2;0.8;4;0.5
0.3;0.8;4;0.55
0.4;0.8;4;0.6
0.5;0.8;4;0.65
0.6;0.8;4;0.7
0.7;0.8;4;0.75
0.8;0.8;4;0.8
0.9;0.8;4;0.85
1;0.8;4;0.9
0;0.9;4;0.45
0.1;0.9;4;0.5
0.2;0.9;4;0.55
0.3;0.9;4;0.6
0.4;0.9;4;0.65
0.5;0.9;4;0.7
0.6;0.9;4;0.75
0.7;0.9;4;0.8
0.8;0.9;4;0.85
0.9;0.9;4;0.9
1;0.9;4;0.95
0;1;4;0.5
0.1;1;4;0.55
0.2;1;4;0.6
0.3;1;4;0.65
0.4;1;4;0.7
0.5;1;4;0.75
0.6;1;4;0.8
0.7;1;4;0.85
0.8;1;4;0.9
0.9;1;4;0.95
1;1;4;1
0;0;4.2;0
0.1;0;4.2;0.0475
0.2;0;4.2;0.095
0.3;0;4.2;0.1425
0.4;0;4.2;0.19
0.5;0;4.2;0.2375
0.6;0;4.2;0.285
0.7;0;4.2;0.3325
0.8;0;4.2;0.38
0.9;0;4.2;0.4275
1;0;4.2;0.475
0;0.1;4.2;0.0525
0.1;0.1;4.2;0.1
0.2;0.1;4.2;0.1475
0.3;0.1;4.2;0.195
0.4;0.1;4.2;0.2425
0.5;0.1;4.2;0.29
0.6;0.1;4.2;0.3375
0.7;0.1;4.2;0.385
0.8;0.1;4.2;0.4325
0.9;0.1;4.2;0.48
1;0.1;4.2;0.5275
0;0.2;4.2;0.105
0.1;0.2;4.2;0.1525
0.2;0.2;4.2;0.2
0.3;0.2;4.2;0.2475
0.4;0.2;4.2;0.295
0.5;0.2;4.2;0.3425
0.6;0.2;4.2;0.39
0.7;0.2;4.2;0.4375
0.8;0.2;4.2;0.485
0.9;0.2;4.2;0.5325
1;0.2;4.2;0.58
0;0.3;4.2;0.1575
0.1;0.3;4.2;0.205
0.2;0.3;4.2;0.2525
0.3;0.3;4.2;0.3
0.4;0.3;4.2;0.3475
0.5;0.3;4.2;0.395
0.6;0.3;4.2;0.4425
0.7;0.3;4.2;0.49
0.8;0.3;4.2;0.5375
0.9;0.3;4.2;0.585
1;0.3;4.2;0.6325
0;0.4;4.2;0.21
0.1;0.4;4.2;0.2575
0.2;0.4;4.2;0.305
0.3;0.4;4.2;0.3525
0.4;0.4;4.2;0.4
0.5;0.4;4.2;0.4475
0.6;0.4;4.2;0.495
0.7;0.4;4.2;0.5425
0.8;0.4;4.2;0.59
0.9;0.4;4.2;0.6375
1;0.4;4.2;0.685
0;0.5;4.2;0.2625
0.1;0.5;4.2;0.31
0.2;0.5;4.2;0.3575
0.3;0.5;4.2;0.405
0.4;0.5;4.2;0.4525
0.5;0.5;4.2;0.5
0.6;0.5;4.2;0.5475
0.7;0.5;4.2;0.595
0.8;0.5;4.2;0.6425
0.9;0.5;4.2;0.69
1;0.5;4.2;0.7375
0;0.6;4.2;0.315
0.1;0.6;4.2;0.3625
0.2;0.6;4.2;0.41
0.3;0.6;4.2;0.4575
0.4;0.6;4.2;0.505
0.5;0.6;4.2;0.5525
0.6;0.6;4.2;0.6
0.7;0.6;4.2;0.6475
0.8;0.6;4.2;0.695
0.9;0.6;4.2;0.7425
1;0.6;4.2;0.79
0;0.7;4.2;0.3675
0.1;0.7;4.2;0.415
0.2;0.7;4.2;0.4625
0.3;0.7;4.2;0.51
0.4;0.7;4.2;0.5575
0.5;0.7;4.2;0.605
0.6;0.7;4.2;0.6525
0.7;0.7;4.2;0.7
0.8;0.7;4.2;0.7475
0.9;0.7;4.2;0.795
1;0.7;4.2;0.8425
0;0.8;4.2;0.42
0.1;0.8;4.2;0.4675
0.2;0.8;4.2;0.515
0.3;0.8;4.2;0.5625
0.4;0.8;4.2;0.61
0.5;0.8;4.2;0.6575
0.6;0.8;4.2;0.705
0.7;0.8;4.2;0.7525
0.8;0.8;4.2;0.8
0.9;0.8;4.2;0.8475
1;0.8;4.2;0.895
0;0.9;4.2;0.4725
0.1;0.9;4.2;0.52
0.2;0.9;4.2;0.5675
0.3;0.9;4.2;0.615
0.4;0.9;4.2;0.6625
0.5;0.9;4.2;0.71
0.6;0.9;4.2;0.7575
0.7;0.9;4.2;0.805
0.8;0.9;4.2;0.8525
0.9;0.9;4.2;0.9
1;0.9;4.2;0.9475
0;1;4.2;0.525
0.1;1;4.2;0.5725
0.2;1;4.2;0.62
0.3;1;4.2;0.6675
0.4;1;4.2;0.715
0.5;1;4.2;0.7625
0.6;1;4.2;0.81
0.7;1;4.2;0.8575
0.8;1;4.2;0.905
0.9;1;4.2;0.9525
1;1;4.2;1
0;0;4.4;0
0.1;0;4.4;0.045
0.2;0;4.4;0.09
0.3;0;4.4;0.135
0.4;0;4.4;0.18
0.5;0;4.4;0.225
0.6;0;4.4;0.27
0.7;0;4.4;0.315
0.8;0;4.4;0.36
0.9;0;4.4;0.405
1;0;4.4;0.45
0;0.1;4.4;0.055
0.1;0.1;4.4;0.1
0.2;0.1;4.4;0.145
0.3;0.1;4.4;0.19
0.4;0.1;4.4;0.235
0.5;0.1;4.4;0.28
0.6;0.1;4.4;0.325
0.7;0.1;4.4;0.37
0.8;0.1;4.4;0.415
0.9;0.1;4.4;0.46
1;0.1;4.4;0.505
0;0.2;4.4;0.11
0.1;0.2;4.4;0.155
0.2;0.2;4.4;0.2
0.3;0.2;4.4;0.245
0.4;0.2;4.4;0.29
0.5;0.2;4.4;0.335
0.6;0.2;4.4;0.38
0.7;0.2;4.4;0.425
0.8;0.2;4.4;0.47
0.9;0.2;4.4;0.515
1;0.2;4.4;0.56
0;0.3;4.4;0.165
0.1;0.3;4.4;0.21
0.2;0.3;4.4;0.255
0.3;0.3;4.4;0.3
0.4;0.3;4.4;0.345
0.5;0.3;4.4;0.39
0.6;0.3;4.4;0.435
0.7;0.3;4.4;0.48
0.8;0.3;4.4;0.525
0.9;0.3;4.4;0.57
1;0.3;4.4;0.615
0;0.4;4.4;0.22
0.1;0.4;4.4;0.265
0.2;0.4;4.4;0.31
0.3;0.4;4.4;0.355
0.4;0.4;4.4;0.4
0.5;0.4;4.4;0.445
0.6;0.4;4.4;0.49
0.7;0.4;4.4;0.535
0.8;0.4;4.4;0.58
0.9;0.4;4.4;0.625
1;0.4;4.4;0.67
0;0.5;4.4;0.275
0.1;0.5;4.4;0.32
0.2;0.5;4.4;0.365
0.3;0.5;4.4;0.41
0.4;0.5;4.4;0.455
0.5;0.5;4.4;0.5
0.6;0.5;4.4;0.545
0.7;0.5;4.4;0.59
0.8;0.5;4.4;0.635
0.9;0.5;4.4;0.68
1;0.5;4.4;0.725
0;0.6;4.4;0.33
0.1;0.6;4.4;0.375
0.2;0.6;4.4;0.42
0.3;0.6;4.4;0.465
0.4;0.6;4.4;0.51
0.5;0.6;4.4;0.555
0.6;0.6;4.4;0.6
0.7;0.6;4.4;0.645
0.8;0.6;4.4;0.69
0.9;0.6;4.4;0.735
1;0.6;4.4;0.78
0;0.7;4.4;0.385
0.1;0.7;4.4;0.43
0.2;0.7;4.4;0.475
0.3;0.7;4.4;0.52
0.4;0.7;4.4;0.565
0.5;0.7;4.4;0.61
0.6;0.7;4.4;0.655
0.7;0.7;4.4;0.7
0.8;0.7;4.4;0.745
0.9;0.7;4.4;0.79
1;0.7;4.4;0.835
0;0.8;4.4;0.44
0.1;0.8;4.4;0.485
0.2;0.8;4.4;0.53
0.3;0.8;4.4;0.575
0.4;0.8;4.4;0.62
0.5;0.8;4.4;0.665
0.6;0.8;4.4;0.71
0.7;0.8;4.4;0.755
0.8;0.8;4.4;0.8
0.9;0.8;4.4;0.845
1;0.8;4.4;0.89
0;0.9;4.4;0.495
0.1;0.9;4.4;0.54
0.2;0.9;4.4;0.585
0.3;0.9;4.4;0.63
0.4;0.9;4.4;0.675
0.5;0.9;4.4;0.72
0.6;0.9;4.4;0.765
0.7;0.9;4.4;0.81
0.8;0.9;4.4;0.855
0.9;0.9;4.4;0.9
1;0.9;4.4;0.945
0;1;4.4;0.55
0.1;1;4.4;0.595
0.2;1;4.4;0.64
0.3;1;4.4;0.685
0.4;1;4.4;0.73
0.5;1;4.4;0.775
0.6;1;4.4;0.82
0.7;1;4.4;0.865
0.8;1;4.4;0.91
0.9;1;4.4;0.955
1;1;4.4;1
0;0;4.6;0
0.1;0;4.6;0.0425
0.2;0;4.6;0.085
